uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
00_066ce_EiH9JTdotiqva1zwrYpjqfun,black and white Topshop leggings. ,BLACK,3.5999999999999996,TROUSERS,False,False,False,black white topshop leg,4
00_05361_uHgGVz9uqPFABfRk7ghCWRvt,"Ties liemeniu guma. Medžiaga turi tamprumo. Išmatavimai netempiant medžiagos ties liemeniu 44x2 (88 cm), ties klubais 52x2 (104 cm). Sijono ilgis 48 cm.",NAVY,7.0,SKIRTS,False,False,False,tie liemeniu guma medžiaga turi tamprumo išmatavimai netempi medžiago tie liemeniu tie klubai sijono ilgi,15
0526e_dvAYH2VPYzdEQnvSUWe9sxa8,"Per juosmenį surišama raišteliu, su kišenėmis, gražiai suapvalinta apatinė skeltukų dalis. 100 proc. viskozė. Foto ant 38-40, labiau tiks 38dydžiui arba net S.

Ilgis 106 su petnešėlėmis

p.i. 1,7; nereg. 1,1 eur

#leopardo #raštas #patogi #melsva #melynasuknele #viskozė #suknelė #antpetnešėlių #S #M #moteriska #moteriai #merginai #vasarai #laisvalaikiui #priejuros #papludimiui #lindex #tigrine #marga #taškuota #top #gyvuno_rastas",WHITE,9.5,DRESSES,False,False,False,juosmenį surišama raišteliu kišenėmi gražiai suapvalinta apatinė skeltukų dali proc viskozė foto labiau tik dydžiui arba ilgi petnešėlėmi nereg leopardo rašta patogi melsva melynasuknel viskozė suknelė antpetnešėlių moteriska moteriai merginai vasarai laisvalaikiui priejuro papludimiui lindex tigrin marga taškuota gyvuno_rasta,39
00_069ee_RCwJFBH4MaeviJzZKUTN5pUV,Hardly worn. Excellent condition.,WHITE,2.4,SHORTS_CAPRIS,False,False,True,hard worn excel condit,4
06830_Wpznok2on4qjFq4VrscKhapV,"aukstu liemeniu, be defektu",GREY,3.0,SHORTS_CAPRIS,False,False,False,aukstu liemeniu defektu,3
07452_KaPZ9QeDvrDznexZXBo97zk2,"Distressed denim cut-off shorts from AMERICAN EAGLE. These patchwork shorts have a camouflage star patch and New York patches, along with an ""A"" and a hear patch on the back. Frayed hem and distressed details on both the front and back. Excellent condition, gently used.  ▪Size 0 ▪Approx. 13.25"" across waist ▪Approx. 2.5"" inseam",BLUE,9.120000000000001,SHORTS_CAPRIS,False,False,False,distress denim short american eagl patchwork short camouflag star patch york patch along hear patch back fray distress detail front back excel condit gentl use size approx across waist approx inseam,31
00_06fbf_umokuZSQdVkv1Ntt6zmPBeYj,New with tags! It’s a beautiful and fun skirt. Black with gold jacquard  print. Hits at the knee. Bought on sale and can’t return!,BLACK,11.4,SKIRTS,False,True,False,tag beauti skirt black gold jacquard print hit knee bought sale return,12
00_0638e_sxduGK766b6BqQEdrAEZTUUy,"I LOVED these shorts, but sadly they no longer fit. Super cute Forever 21 High Waist distressed denim shorts. I cut the size tag out because it was annoying, but they're a size 28. 
Waist = 14"" across
Rise = 10.5"" 
Inseam = 3"" 
Loved but look new! Amazing condition. No flaws. If you have any questions, please ask! Thanks!",BLUE,4.5600000000000005,SHORTS_CAPRIS,False,False,False,love short sad longer super cute forev high waist distress denim short size annoy size waist across rise inseam love look amaz condit flaw question pleas thank,27
07258_uPof2vBcdPyFqynRkG9BtHNx,"denim shorts, bright orange ",ORANGE,2.4,SHORTS_CAPRIS,False,False,False,denim short bright orang,4
06627_xFiufN7fQ9riFuwgf66KnLEx,"Vintage Viyella  pleated skirt, Size 12
Fully lined with side pockets

In good condition and really smart

Measurements:

Waist - 28""
Hips - 42""
Length - 34""
ntage Viyella  pleated skirt, Size 12
Fully lined with side pockets

In good condition and really smart

Measurements:

Waist - 28""
Hips - 42""
Length - 34""",BLACK,6.0,SKIRTS,False,False,True,vintag viyella pleat skirt size fulli line side pocket good condit realli smart measur waist hip length ntage viyella pleat skirt size fulli line side pocket good condit realli smart measur waist hip length,34
00_07297_hiRUxCJpjsDT1PxXtKCRW4Zn,"Pretty plum colour dress with black polka dots and sweetheart neckline mesh panel chiffon, bow on front zip fastening back, atmosphere ",BLACK,6.0,DRESSES,False,False,False,pretti plum colour dress black polka dot sweetheart necklin mesh panel chiffon front fasten back atmospher,16
00_05214_Ze7Dy5s74mtxrh3bBVwGMcK6,Navy blue chunky knit sweater with some purple-ish tones. Some pilling and tag has been cut out but I’d guess it’s a size medium. Super cute paired with a plaid skirt!,BLUE,2.2800000000000002,PULLOVERS_SWEATERS,False,False,False,navi blue chunki knit sweater purpl tone pill guess size medium super cute pair plaid skirt,16
00_05e32_6PXn9vUFNU8zdQ5dRxoADbyu,"Rožiniai džinsiniai bridžai. Labai geros buklės. Ilgis 78cm, liemuo 44cm, klubai 52cm.",PINK,5.0,SHORTS_CAPRIS,False,False,False,rožiniai džinsiniai bridžai labai gero buklė ilgi liemuo klubai,9
00_06524_eUhVSSJJSk1zwxbVaNkD4fCY,"Size 8, never born worn, sooo pretty 😍",PINK,6.0,SKIRTS,False,True,False,size never born worn sooo pretti,6
052f8_aCPyjp4qz5tru8HGxmis8kmf,"Medvilnė. Mažai devėtas, blizgus.",GREY,10.0,PULLOVERS_SWEATERS,True,False,False,medvilnė mažai devėta blizgus,4
00_06517_qFLyuQkPFSGZUsvBQLzFM9Ub,Never worn because I ordered the wrong size. ,BLUE,2.4,SHORTS_CAPRIS,False,False,False,never worn order wrong size,5
05157_QkmXYdHdWyuw4n9hcPwQ2X7a,"It’s easy to look put together in this sweater! Look smart with this and a pair of light wash jeans and booties. Or dress up a pair of leggings! Comfortable and light weight. Only worn once. It’s too small on me now but I took a photo wearing it for reference! I’m a true medium, this would fit size small best.


",WHITE,2.85,PULLOVERS_SWEATERS,False,False,False,easi look togeth sweater look smart pair light wash jean booti dress pair leg comfort light weight worn small took photo wear refer true medium size small best,28
00_057b5_BzL64bMFdnFESYf7PLjoXpEa,"TU @ Sainsbury’s beige and white  linen trousers.
Belted,wide legged.
Brand new without tags.
From a smoke and pet free home.
Please check out my other items! ",BODY,7.199999999999999,TROUSERS,False,False,True,sainsburi beig white linen trouser belt wide leg brand without tag smoke free home pleas check item,17
00_070d3_dpabPqbzc5792AWDpNuWy83t,"Forever 21 light blue button up denim skirt, with silver buttons, size 28 US (uk size 10). Only worn once. 
#forever21 #denimskirt #buttonupskirt #alineskirt #miniskirt",LIGHT-BLUE,12.0,SKIRTS,False,False,False,forev light blue button denim skirt silver button size size worn forev denimskirt buttonupskirt alineskirt miniskirt,16
06ae0_LYaYLezJPqxpfajUwqr4xBia,"Snad jen jednou vzatá sukně, jako nová, jednou praná :) Lacle jsou upravitelné - tedy možné nosit i křížem. Jsou koženkové.


Celková délka sukně: 43cm 
pas: 62-64cm

poštovné 100Kč, zásilkovna 75Kč, předání Praha 1 a 4

#dzinova #lacle #laclova #sukne #sukneslaclem #moredni #stylova #originalni #kozenkove #skater #jeans #denim #ackova",BODY,19.45,SKIRTS,False,False,False,vzatá sukně jako nová praná lacl upravitelné možné nosit křížem koženkové celková délka sukně poštovné zásilkovna předání praha dzinova lacl laclova sukn sukneslaclem moredni stylova originalni kozenkov skater jean denim ackova,31
00_064cd_q9SKrMZ6LCYh5q1nhUH1mQ9z,"-High Rise
-4 pockets 
-Trendy Rips
-Real Denim
-No Flaws
-Size 27",BLUE,3.8,SHORTS_CAPRIS,False,False,False,high rise pocket trendi rip real denim flaw size,9
00_0659c_vwoE3PKUmXzLHg1MGak7AzkY,"Kenar Crisp white medium weight long sleeved jumper with low v-neck. Red and navy blue  border round neckline and cuffs. Size medium. 
Chest measures 44""",RED,6.0,PULLOVERS_SWEATERS,False,False,True,kenar crisp white medium weight long sleev jumper neck navi blue border round necklin cuff size medium chest measur,19
00_070ac_qEEw8kBndVsp21Gcth3quKJ1,"Oversized grey soft knit jumper, long sleeved, neon yellow/green trim detail
Size XL 18/20
Slouchy flattering fit 
Good condition, worn a few times plenty of wear left
Looks great with high waist jeans",GREY,7.199999999999999,PULLOVERS_SWEATERS,False,False,False,overs grey soft knit jumper long sleev neon yellow green trim detail size slouchi flatter good condit worn time plenti wear left look great high waist jean,27
00_051fa_4jmK2F9vjY5YK6m7hVz1r2bg,#calvinklein #mikina ,GREY,15.559999999999999,PULLOVERS_SWEATERS,False,False,False,calvinklein mikina,2
00_06321_jfuHTLkMLSbHoRLW6mbKZ1rf,"Vintage  print skirt. Faux bottom down look, middle slit run about halfway up, and zips in the back. 33"" from waist to bottom hem, and waist measures 12"" flat. Fits like a size 0-2. In great condition!
*Bundle&Save*",VARIOUS,3.8,SKIRTS,False,True,False,vintag print skirt faux bottom look middl slit halfway zip back waist bottom waist measur flat fit like size great condit bundl save,23
00_0623a_fQrysF5mj3tLBwppgur13BqQ,"Pruhované šaty z Reserved s krajkovým květinovým detailem, skoro nenošené. Lze nosit s i bez ramínek. Možné osobní předání v Praze.",BLACK,7.779999999999999,DRESSES,False,False,True,pruhované šati reserv krajkovým květinovým detailem nenošené nosit ramínek možné osobní předání praze,13
00_05fef_YNESb6iDtMfvk3CczRcEj2wu,FB Sister džinsiniai šortukai. S  dydis.,NAVY,4.0,SHORTS_CAPRIS,False,False,False,sister džinsiniai šortukai dydi,4
00_05c4c_h6KMrRayLFNaD9C4UxbBTxX3,"Nabízím měkký pruhovaný svetr s červeným lemem. Jde o zcela nový, nikdy nenošený kousek, pouze jsem vyzkoušela a odstřihla cedulky, tudíž je ve výborném stavu. Velikost odpovídá M, ale vypadá hezky i jako větší S. Složení uvedeno na poslední fotce.
♥️
Na požádání ráda přeměřím nebo pošlu foto na postavě. Jsem ochotná dát slevu.

#nový #pruhovaný #svetr #černobílý #yessica #camoda ",BLACK,9.725,PULLOVERS_SWEATERS,False,False,True,nabízím měkký pruhovaný svetr červeným lemem zcela nový nikdi nenošený kousek pouz vyzkoušela odstřihla cedulki tudíž výborném stavu velikost odpovídá vypadá hezki jako větší složení uvedeno poslední fotc požádání ráda přeměřím pošlu foto postavě ochotná slevu nový pruhovaný svetr černobílý yessica camoda,42
00_05f04_mire6tvZG4yitTWGKVBPodYa,"naujos,tik nuplestos etiketes.plonos dzinsines medziagos",LIGHT-BLUE,10.0,TROUSERS,False,False,False,naujo nuplesto etiket plono dzinsin medziago,6
00_05eb6_LkHUz25Y1y3AjV8QPkkUSKxg,"Brand: Apt.9 Woman
Ivory and Black  Dress
Plus Size 
Size 1X on tag
Polyester Spandex
Detailed Neck Trim
Short Sleeve
Bust:up to 54 in.
Waist: up to 52 in.
Hips: up to 56 in.
Length:41 in.
.",BLACK,13.68,DRESSES,False,True,False,brand woman ivori black dress plus size size polyest spandex detail neck trim short sleev bust waist hip length,19
00_068c6_xcp17By7JfrEvkv9XyX989jA,"Flat lay:
Bust 15”
Waist 12-14”
Length 24”
Zip closure ",GREEN,7.6,DRESSES,False,False,False,flat bust waist length closur,5
00_06ede_sbuyRMKg64iFWVdwXQjDCtja,"primark 
like new 
",BLACK,1.296,PULLOVERS_SWEATERS,False,False,True,primark like,2
00_0577d_p8fXujuKdwJLaUDh8WhM8neb,"Cropped 

size 10 ",NAVY,9.6,TROUSERS,False,False,False,crop size,2
00_06518_XAgvs1yL8kXNmpQjeyx5bS38,"
Ilgis 77 cm, ilgis nuo klynuko iki apačios 52 cm. Liemens apimtis netempus 94 cm, tempiasi iki 110 cm. Klūbų dalyje netempus 114 cm, tempiasi iki virš 130 cm. Šlaunies plotis netempus 66 cm, tempiasi iki 80 cm. Blauzdos dalyje 44-54 cm, apačioje bridžų 3 cm skeltukai,plotis netempus 42cm. Bridžai kaip nauji. Etiketėje 42 dydis didinti, tiks 44/46 dydžiui, skelbimą keliu prie 44 dydžio!!! . Audinys 74% medvilnė, 24%poliesteris, 2%elastanas. Džinsas plonas, minkštas.
#bridžai #džinsiniai #džinsas #mėlyna #tamprūs #gražūs ",BLUE,12.0,SHORTS_CAPRIS,False,False,False,ilgi ilgi klynuko apačio liemen apimti netempus tempiasi klūbų dalyj netempus tempiasi virš šlauni ploti netempus tempiasi blauzdo dalyj apačioj bridžų skeltukai ploti netempus bridžai kaip nauji etiketėj dydi didinti tik dydžiui skelbimą keliu prie dydžio audini medvilnė poliesteri elastana džinsa plona minkšta bridžai džinsiniai džinsa mėlyna tamprū gražū,49
00_06831_ZCqHobZ8PqRkkFN3dZYGsXFS,"Prodám příjemné denimové šaty ze 100% lyocellu z C&A. Mají kapsičky a stahovací rukávy. Nosila jsem je uprostřed stažené páskem a dělaly krásnou ženskou siluetu.
Měla jsem je jen párkrát, stale vypadají skvěle a nošení není znát.",BLUE,10.892,DRESSES,False,False,False,prodám příjemné denimové šati lyocellu kapsički stahovací rukávi nosila uprostř stažené páskem dělali krásnou ženskou siluetu měla párkrát stale vypadají skvěle nošení znát,23
00_06495_uznvwwJeUo8SiFFj5fX4KCpK,"moc pěkné leginy z Gate, skoro nenošené, velikost uvedena M / 38 , délka 92 cm, pas 2 x 34 cm - povolí

cena 99 + 59 doporučené poštovné, na dobírku nezasílám, osobní předání není možné",BLACK,3.8510999999999997,TROUSERS,True,False,False,pěkné legini gate nenošené velikost uvedena délka povolí cena doporučené poštovné dobírku nezasílám osobní předání možné,16
05c83_2zr6KkJmpoK7y5H7fMR8mFNX,"Naujas puošnus blizgantis sijonas, trikotažinis su pamušalu.",VARIOUS,6.0,SKIRTS,True,False,False,nauja puošnus blizganti sijona trikotažini pamušalu,6
00_062d0_LVSedJL2BbxAESTht4aac9A5,"missguided nude pink and black  midi dress, size 4 will prob fit 6. ",BLACK,6.0,DRESSES,False,False,True,missguid nude pink black midi dress size prob,8
00_051f2_XALBjuoKNrvmzxDTTP4YEbLX,"solidus megztinis be defektų , fainas ant kuno , originalus pirktis denim dreame  raso xs bet nesiojau ant s ir daugiau i S puse",GREY,22.0,PULLOVERS_SWEATERS,False,False,False,solidus megztini defektų faina kuno originalus pirkti denim dream raso nesiojau daugiau puse,13
00_056a7_GTqt1CnqrnnsxDsxFQJW2dvE,"Vintage Kays Lambswool Angora Jumper Black Gold Metallic Geometric 80s. High neck. Great 80’s design lovely with jeans, trousers or midi skirts. Perfect worn casual or with heels. Statement look. 
Labelled as a 10/12 but definitely Shrunk. Please carefully check measurements as I’m estimating best for size XS UK 2 - 4. 15” across the armpits flat, 24” shoulder to hem, 19” inside arm, 3” across the cuff and 14” flat across the shoulder back. Condition is Used. No rips or marks. 
Dispatched with Royal Mail 2nd Class.",BLACK,18.0,PULLOVERS_SWEATERS,False,False,False,vintag kay lambswool angora jumper black gold metal geometr high neck great design love jean trouser midi skirt perfect worn casual heel statement look label definit shrunk pleas care check measur estim best size across armpit flat shoulder insid across cuff flat across shoulder back condit use rip mark dispatch royal mail class,53
00_062c3_fEcpT4Q96Fnw28VTkDPfTKuJ,Puikios būklės.,WHITE,3.0,SHORTS_CAPRIS,False,False,False,puikio būklės,2
00_05683_xqkY44YyExFyZXZnrXCPYWDB,"Devėti vos kelis kartus, praktiškai nauji. Parduodu, nes per dideli. Be defektų.",NAVY,10.0,SHORTS_CAPRIS,False,False,False,devėti keli kartus praktiškai nauji parduodu dide defektų,8
00_05dd5_n5MVjabUgUiQ1q181mwpY1yc,"Brand new
Never worn 

Size: 8 
Material: Chiffon 

Super cute  layered shorts 
Perfect for summer

#Womens #ladies #womenswear #shorts # #layered #frill #ruffle #shorts #summer #trendy 
",WHITE,4.8,SHORTS_CAPRIS,False,True,False,brand never worn size materi chiffon super cute layer short perfect summer women ladi womenswear short layer frill ruffl short summer trendi,22
00_05b4a_BiUQNFZoXFU6Ww7xzGGFg7Rg,"Been wore a few times. 
True to size 
perfect condition ",BODY,6.0,PULLOVERS_SWEATERS,False,True,False,wore time true size perfect condit,6
00_073f0_UBj1VUne56HJ6254p96aV1eL,"Pirkta is asos.com Moschino suknele (jei reikes, atsiusiu a.z. uzsakymo kopija del originalumo. Deveta pora kartu. Defektas - sirdies paveiksliukas su dryziais (matosi foto, realiai ta sirdis labai blizga ir nesimato tu dryziuku (tokia jau gavau). Dydis uk10, atitinka S, M butu mazoka. Nesiunciu.",BLACK,42.0,DRESSES,True,False,False,pirkta aso moschino suknel reik atsiusiu uzsakymo kopija originalumo deveta pora kartu defekta sirdi paveiksliuka dryziai matosi foto realiai sirdi labai blizga nesimato dryziuku tokia gavau dydi atitinka butu mazoka nesiunciu,31
00_06e37_Zu4vDcefC7wb8SMeVWo3RVfk,Lovely bandage dress,VARIOUS,6.0,DRESSES,False,True,False,love bandag dress,3
00_06461_C357Fqyv7Q8bp7NEDfkWCBa7,"Šiek tiek dėvėti, bet be defektų. Šiaip dydis XL, bet šiuo metu ties juosmeniu suimta, tai labiau L, bet galima grąžinti į pradinį dydį ",BLUE,5.0,SHORTS_CAPRIS,False,False,False,šiek tiek dėvėti defektų šiaip dydi šiuo metu tie juosmeniu suimta labiau galima grąžinti pradinį dydį,16
07281_vQueF2DT9oRXFYLG1k2ps72w,"Nauji, Ocean Pacific šortai. Polisteris.

Siunčiu Nemokamai Omniva 🤗",PURPLE,10.0,SHORTS_CAPRIS,False,True,False,nauji ocean pacif šortai polisteri siunčiu nemokamai omniva,8
00_05206_uihB8HgrYTZ3BLdSsy8irFKW,BNWOT River Island green  skirt Size 6,GREEN,12.0,SKIRTS,False,True,False,bnwot river island green skirt size,6
00_05bcc_PVeqWtifUoTNsHGTFKJvDjRR,"LOFT - Black ""sparkly"" skirt. 
Description:
*A-Line
*Knee Length
*Studded detail, shiny accents.
*Polka Dot Like Pattern
*DRY CLEAN ONLY

Measurements: Length: 17""

Materials: Rayon: 60% Wool: 40% 

I offer discounts on bundles. If you don't see something else you like then check back, I'm adding new things everyday!",BLACK,19.0,SKIRTS,True,False,False,loft black spark skirt descript line knee length stud detail shini accent polka like pattern clean measur length materi rayon wool offer discount bundl someth els like check back ad thing everyday,32
0527d_SbykQutiGmenJB4qV5GxjUdT, XS jsou 🙂Velikost sedí na S-M větší M 😃 ,VARIOUS,23.34,DRESSES,False,False,False,velikost sedí větší,3
00_071d5_CSu96yhmWuqxCndxLZTBk4yR,"Cropped knitted cardigan, long sleeves, great condition and really warm! Fastened with three decorative silver buttons.",VARIOUS,6.0,PULLOVERS_SWEATERS,False,False,True,crop knit cardigan long sleev great condit realli warm fasten three decor silver button,14
00_05eae_n5F3hT1F7VAByWBxkph2Wzgp,Cute mini shorts by moto topshop,BLUE,4.8,SHORTS_CAPRIS,False,False,False,cute mini short moto topshop,5
00_0537a_k9WETZY1KoUxwQ62kFHkLgRB,"Svetr je v úžasném stavu. Elegantní, casual. ",PINK,9.6861,PULLOVERS_SWEATERS,False,False,True,svetr úžasném stavu elegantní casual,5
00_07416_6gKmsmHXPL8DiimzBfG1pAzz,"Sijonas, kvepiantis vasara...
Pieno baltumo sijonas su gėlėta juosta apačioje. Nepersišviečia (antras sluoksnis - per visą ilgį medvilninis pasijonis). 168 cm. ūgiui - beveik iki žemės. Labai dailus :)
Viršutinė dalis - guma, tad tempiasi pagal poreikį.",VARIOUS,8.0,SKIRTS,False,True,False,sijona kvepianti vasara pieno baltumo sijona gėlėta juosta apačioj nepersišviečia antra sluoksni visą ilgį medvilnini pasijoni ūgiui beveik žemė labai dailus viršutinė dali guma tempiasi pagal poreikį,27
00_05aad_9EJAeHoC4urmSUPvw58TUU6c,"denim leopard print skirt with detailed frayed hem, true to size only worn a couple times, length is above the knee.",BLACK,6.0,SKIRTS,False,False,False,denim leopard print skirt detail fray true size worn coupl time length knee,13
00_059f4_CXFE7zjZXYD2ciX8B5btSqHM,"Stylové kalhoty Zara Trafaluc, velikost uvedena S, odpovídají tomu ""na tělo"", hlavně přes boky, pak se od stehen směrem dolů zvolna rozšiřují. Jsou zhruba 3/4 délky (délka je cca 91 cm) a dole už jsou docela široké. Jsou spíše bokové. Střih módní culottes. Příjemný pružný tenčí materiál, takový jakoby úplet, veselé barevné pruhy a mají v sobě jakoby zlaté třpytky, zlatý lesk, viz foto. Hodně cool kousek,  bez vad, v podstatě nové. Doporučené poštovné 65 korun. #zara #zaratrafaluc #culottes #culottes36 #culotteszara #sirokekalhoty #kalhotyzara #zara36 #originalnikalhoty #partykalhoty #pruznekalhoty #retro #seventies #sedmdesatky #zlatekalhoty #gold #lesklekalhoty #modernikalhoty #modnikalhoty #letnikalhoty #stripes #pruhy #pruhovanekalhoty #colours #festival #coachella #barevnekalhoty #trpytivekalhoty #extravagant #lehkekalhoty ",GOLD,12.837,TROUSERS,True,False,True,stylové kalhoti zara trafaluc velikost uvedena odpovídají tomu tělo hlavně boki stehen směrem dolů zvolna rozšiřují zhruba délki délka dole široké spíše bokové střih módní culott příjemný pružný tenčí materiál takový jakobi úplet veselé barevné pruhi sobě jakobi zlaté třpytki zlatý lesk foto cool kousek podstatě nové doporučené poštovné korun zara zaratrafaluc culott culott culotteszara sirokekalhoti kalhotyzara zara originalnikalhoti partykalhoti pruznekalhoti retro seventi sedmdesatki zlatekalhoti gold lesklekalhoti modernikalhoti modnikalhoti letnikalhoti stripe pruhi pruhovanekalhoti colour festiv coachella barevnekalhoti trpytivekalhoti extravag lehkekalhoti,80
07054_URPDPGiLapP4Y9nfFU4r4eLk,"Džinsinio audinio dizainerės Dianos Vapsvės suknelė. Dydis geriausiai tiks S36. Nė vieno karto ne dėvėta. Neradau progos pasipuošti. O dabar nebetelpu.. Tiesaus kirpimo. Su kišenėmis. Dekoracijos 3D. Krūtinė 44cm, liemuo 43cm, klubai 45cm, visas ilgis 89cm. ",SILVER,25.0,DRESSES,False,False,False,džinsinio audinio dizainerė diano vapsvė suknelė dydi geriausiai tik vieno karto dėvėta neradau progo pasipuošti dabar nebetelpu tiesaus kirpimo kišenėmi dekoracijo krūtinė liemuo klubai visa ilgi,26
00_05426_4a5pfxRzUY4GJ1tKFxgUfM8R,"A brand new pair of slim leg  trousers.
Brand new with tags.
100% polyester.
Side slit pockets.
Zip and buckle fastening.
Matching belt with metal hoop detail.
Inside leg measures 26 inches sits just at the ankles.
I will post this second class signed for.
From a smoke free pet free environment.

",BLACK,12.0,TROUSERS,False,False,True,brand pair slim trouser brand tag polyest side slit pocket buckl fasten match belt metal hoop detail insid measur inch sit just ankl post second class sign smoke free free environ,31
00_06d17_k486XQZHttSGSkVftGCewhqA,"size 14 from primark with tags 
super flowy and airy 
beautiful for summer and hot weather
looks expensive 
Elastic waistband ",BLACK,6.0,SKIRTS,False,False,True,size primark tag super flowi airi beauti summer weather look expens elast waistband,13
00_06f30_CH4nEibUMuZSFA1HCZWSUhaV,"Coast Graphic Print Dress
Size 12
Belted
Excellent condition although the belt shows some wear and there is a small flaw in the fabric as you can see from the photos 
Pleated top section with black sheer mesh above 
Back zip and hook & eye clasp",PINK,18.0,DRESSES,False,True,False,coast graphic print dress size belt excel condit although belt show wear small flaw fabric photo pleat section black sheer mesh back hook clasp,24
00_05416_cxA99gxDTiHb8pqAf1dFmVqt,párkrát nošený,BLACK,3.8899999999999997,PULLOVERS_SWEATERS,False,False,True,párkrát nošený,2
00_06edc_6c6jpkb4EByx1KdJ5sqqhx3D,very cute and stretchy! worn a few times but great condition. ,BLUE,6.08,SKIRTS,False,False,False,cute stretchi worn time great condit,6
05803_XXujoCQzsmwTjXYTAapyrWbc,"sudėtis 60% medvilne, 40% poliesteris",BLACK,18.0,PULLOVERS_SWEATERS,False,False,False,sudėti medviln poliesteri,3
068ae_fGizRzeBMp6DJ1wwpXbSFrTW,"I am so obsessed with this dress, beautiful dress, so comfortable and feel like a actual princess! If you want any more photos please let me know these don’t do it justice! x",WHITE,6.0,DRESSES,False,True,False,obsess dress beauti dress comfort feel like actual princess photo pleas know justic,13
00_07184_LiKY6YHw8xpt5k6dVVcgE6v4,"✨ Worn only once
✨ New look size 8
✨ Cream with black polka dot design
✨ Elasticated waist
✨ Collection from B30 Birmingham
✨ Please message for postage ",BLACK,7.199999999999999,SKIRTS,False,False,False,worn look size cream black polka design elast waist collect birmingham pleas messag postag,14
05ab1_EogrSG2ajrdTtR3YCoroPPEu,"Patogios, lengvos, su kišenėmis",RED,7.0,TROUSERS,False,True,False,patogio lengvo kišenėmi,3
00_04f1d_7GED5DmN8MExLc3TKBkVMXkn,"Excellent condition 
Unbranded  Print Maxi Dress
Beautiful Large  Print
Has two packets on side 
Worn once only 
Perfect for the Fall Season
Size XL",BLUE,7.5924000000000005,DRESSES,False,True,False,excel condit unbrand print maxi dress beauti larg print packet side worn perfect fall season size,16
00_06b04_zgUCmGSfjT2QUSoLSaXYCU22,"Beveik nenesiotas, lb kokybiska medziaga. 
medziaga nera plona, su lengvu blizguciu. Lb grazi zalia spalva, gaila nuotraukose nesimato. s dydis",GREEN,22.0,PULLOVERS_SWEATERS,True,False,False,beveik nenesiota kokybiska medziaga medziaga nera plona lengvu blizguciu grazi zalia spalva gaila nuotraukos nesimato dydi,16
00_05389_mcyvsX5FSogHiNHCjPyr1fWu,"Cute Skirt❤️
Leopard and  Skirt
High Front and Low Back 
Black Skirt Lining 
Chiffon Material
Elastic Waist 
Great Condition
Forever 21 
Size Small",BROWN,7.6,SKIRTS,False,True,False,cute skirt leopard skirt high front back black skirt line chiffon materi elast waist great condit forev size small,19
05d4e_cqdhD52rnX8h9Vp1zQzwda4K,"Size L, elasticated waist band ",BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,size elast waist band,4
065ef_M2tCNdrvKskFmubhoPfpRDHp,Top stav :) Sedi Xs i S,BLACK,7.741099999999999,SHORTS_CAPRIS,False,False,True,stav sedi,2
00_05325_QQuy9iz4XVy59yWDG2d5urMR,"Ann Taylor Loft Dress
Size 0
 
Blue and White
Excellent condition 
Perfect for summer wear ",BLUE,15.2,DRESSES,False,False,True,taylor loft dress size blue white excel condit perfect summer wear,11
00_05bed_VcxUM8YLCwawytKT4qWoe9id,Parduodu disko stiliaus kelnės dėvėtos buvo tik 2kartus,BLACK,2.0,TROUSERS,True,False,False,parduodu disko stiliaus kelnė dėvėtos buvo kartus,7
0594f_MQL7UYQW7ppTdfv9hezirrLs,size 10 high waisted brown and white checked trousers. ,BROWN,9.6,TROUSERS,False,False,False,size high waist brown white check trouser,7
06283_XgeSkXj8wDunQBd2MpAkA5P3,"🥰 prodám tenkou pruhovanou mikinu Tommy hilfiger 
velikost S

😎 na postavě nefotím, nepřeměruji, neměním

pěkné nakupování ❤️",BLUE,8.130099999999999,PULLOVERS_SWEATERS,False,False,True,prodám tenkou pruhovanou mikinu tommi hilfig velikost postavě nefotím nepřeměruji neměním pěkné nakupování,13
00_068ae_8pmhhDGdFV7ba6Vp9wXwhLXa,"Brand: Miss Selfridge 

Size: 8 

#skirt #missselfridge #missselfridgeskirt #summer #summerwear #summerclothes ",BLACK,5.3999999999999995,SKIRTS,False,False,True,brand miss selfridg size skirt missselfridg missselfridgeskirt summer summerwear summercloth,10
06457_jfHRju6PRCT9fha6DnExmJqx,"Super pohodlné na léto, materiál je pružná tričkovina. Boční svislé proužky zeštihlují :) Nenošené, zcela bez vad. Velikost optimální pro M, 38-40, ale jsou hodně pružné, přes prsa se v poho natáhnou a bok yjsou volné.
+Zasilkovna nebo posta
#navystyl #pruhované #pruhy #proužky #pruhovanesaty",WHITE,7.002,DRESSES,False,False,True,super pohodlné léto materiál pružná tričkovina boční svislé proužki zeštihlují nenošené zcela velikost optimální pružné prsa poho natáhnou yjsou volné zasilkovna posta navystyl pruhované pruhi proužki pruhovanesati,27
0653c_WeDvEXkFGttitmsjjZndnsAV,super cute jeans  SIZE 25,BURGUNDY,15.2,TROUSERS,False,False,False,super cute jean size,4
00_05173_af8pK2EmQxfTqLoiTRYAN8VU,Message me for details.,BLACK,4.2,SKIRTS,False,False,False,messag detail,2
00_05aad_9EJAeHoC4urmSUPvw58TUU6c,"denim leopard print skirt with detailed frayed hem, true to size only worn a couple times, length is above the knee.",BLACK,6.0,SKIRTS,False,False,False,denim leopard print skirt detail fray true size worn coupl time length knee,13
